pmc_id,pmc_url,title,doi,pmid,journal,year
PMC2869317,https://pmc.ncbi.nlm.nih.gov/articles/PMC2869317/,Abundant Quantitative Trait Loci Exist for DNA Methylation and Gene Expression in Human Brain,10.1371/journal.pgen.1000952,20485568,PLoS Genetics,2010
PMC2872874,https://pmc.ncbi.nlm.nih.gov/articles/PMC2872874/,Gene ontology analysis for RNA-seq: accounting for selection bias,10.1186/gb-2010-11-2-r14,20132535,Genome Biology,2010
PMC2919420,https://pmc.ncbi.nlm.nih.gov/articles/PMC2919420/,Widespread Protein Aggregation as an Inherent Part of Aging in C. elegans,10.1371/journal.pbio.1000450,20711477,PLoS Biology,2010
PMC2922887,https://pmc.ncbi.nlm.nih.gov/articles/PMC2922887/,METAL: fast and efficient meta-analysis of genomewide association scans,10.1093/bioinformatics/btq340,20616382,Bioinformatics,2010
PMC2935401,https://pmc.ncbi.nlm.nih.gov/articles/PMC2935401/,LocusZoom: regional visualization of genome-wide association scan results,10.1093/bioinformatics/btq419,20634204,Bioinformatics,2010
PMC2938201,https://pmc.ncbi.nlm.nih.gov/articles/PMC2938201/,ANNOVAR: functional annotation of genetic variants from high-throughput sequencing data,10.1093/nar/gkq603,20601685,Nucleic Acids Research,2010
PMC2940763,https://pmc.ncbi.nlm.nih.gov/articles/PMC2940763/,SNPs Associated with Cerebrospinal Fluid Phospho-Tau Levels Influence Rate of Decline in Alzheimer's Disease,10.1371/journal.pgen.1001101,20862329,PLoS Genetics,2010
PMC2941039,https://pmc.ncbi.nlm.nih.gov/articles/PMC2941039/,Distinct profiles of brain atrophy in frontotemporal lobar degeneration caused by progranulin and tau mutations☆,10.1016/j.neuroimage.2009.12.088,20045477,Neuroimage,2010
PMC2944799,https://pmc.ncbi.nlm.nih.gov/articles/PMC2944799/,Selective Disruption of the Cerebral Neocortex in Alzheimer's Disease,10.1371/journal.pone.0012853,20886094,PLoS ONE,2010
PMC2952586,https://pmc.ncbi.nlm.nih.gov/articles/PMC2952586/,Tar DNA Binding Protein-43 (TDP-43) Associates with Stress Granules: Analysis of Cultured Cells and Pathological Brain Tissue,10.1371/journal.pone.0013250,20948999,PLoS ONE,2010
PMC2964735,https://pmc.ncbi.nlm.nih.gov/articles/PMC2964735/,Anti-PrPC monoclonal antibody infusion as a novel treatment for cognitive deficits in an alzheimer's disease model mouse,10.1186/1471-2202-11-130,20946660,BMC Neuroscience,2010
PMC2965425,https://pmc.ncbi.nlm.nih.gov/articles/PMC2965425/,Brain beta-amyloid measures and magnetic resonance imaging atrophy both predict time-to-progression from mild cognitive impairment to Alzheimer’s disease,10.1093/brain/awq277,20935035,Brain,2010
PMC2966423,https://pmc.ncbi.nlm.nih.gov/articles/PMC2966423/,The Mouse Blood-Brain Barrier Transcriptome: A New Resource for Understanding the Development and Function of Brain Endothelial Cells,10.1371/journal.pone.0013741,21060791,PLoS ONE,2010
PMC2981526,https://pmc.ncbi.nlm.nih.gov/articles/PMC2981526/,Genetic Evidence Implicates the Immune System and Cholesterol Metabolism in the Aetiology of Alzheimer's Disease,10.1371/journal.pone.0013950,21085570,PLoS ONE,2010
PMC2981572,https://pmc.ncbi.nlm.nih.gov/articles/PMC2981572/,Enrichment Map: A Network-Based Method for Gene-Set Enrichment Visualization and Interpretation,10.1371/journal.pone.0013984,21085593,PLoS ONE,2010
PMC3000457,https://pmc.ncbi.nlm.nih.gov/articles/PMC3000457/,Aptamer-Based Multiplexed Proteomic Technology for Biomarker Discovery,10.1371/journal.pone.0015004,21165148,PLoS ONE,2010
PMC3009843,https://pmc.ncbi.nlm.nih.gov/articles/PMC3009843/,Positron emission tomography imaging and clinical progression in relation to molecular pathology in the first Pittsburgh Compound B positron emission tomography patient with Alzheimer’s disease,10.1093/brain/awq349,21149866,Brain,2010
PMC3012091,https://pmc.ncbi.nlm.nih.gov/articles/PMC3012091/,The Concentration of Soluble Extracellular Amyloid-β Protein in Acute Brain Slices from CRND8 Mice,10.1371/journal.pone.0015709,21209950,PLoS ONE,2010
PMC3022812,https://pmc.ncbi.nlm.nih.gov/articles/PMC3022812/,APP processing in Alzheimer's disease,10.1186/1756-6606-4-3,21214928,Molecular Brain,2011
PMC3024255,https://pmc.ncbi.nlm.nih.gov/articles/PMC3024255/,Is My Network Module Preserved and Reproducible?,10.1371/journal.pcbi.1001057,21283776,PLoS Computational Biology,2011
PMC3038220,https://pmc.ncbi.nlm.nih.gov/articles/PMC3038220/,In vivo multiphoton imaging reveals gradual growth of newborn amyloid plaques over weeks,10.1007/s00401-010-0787-6,21136067,Acta Neuropathologica,2010
PMC3044115,https://pmc.ncbi.nlm.nih.gov/articles/PMC3044115/,The frontotemporal dementia mutation R406W blocks tau’s interaction with the membrane in an annexin A2–dependent manner,10.1083/jcb.201007161,21339331,The Journal of Cell Biology,2011
PMC3044834,https://pmc.ncbi.nlm.nih.gov/articles/PMC3044834/,TMEM106B is associated with frontotemporal lobar degeneration in a clinically diagnosed patient cohort,10.1093/brain/awr007,21354975,Brain,2011
PMC3047583,https://pmc.ncbi.nlm.nih.gov/articles/PMC3047583/,"Cell-Surface Marker Signatures for the Isolation of Neural Stem Cells, Glia and Neurons Derived from Human Pluripotent Stem Cells",10.1371/journal.pone.0017540,21407814,PLoS ONE,2011
PMC3050766,https://pmc.ncbi.nlm.nih.gov/articles/PMC3050766/,Hippocampal expression of murine TNFα results in attenuation of amyloid deposition in vivo,10.1186/1750-1326-6-16,21324189,Molecular Neurodegeneration,2011
PMC3056453,https://pmc.ncbi.nlm.nih.gov/articles/PMC3056453/,The Apolipoprotein E Antagonistic Pleiotropy Hypothesis: Review and Recommendations,10.4061/2011/726197,21423560,International Journal of Alzheimer's Disease,2011
PMC3068975,https://pmc.ncbi.nlm.nih.gov/articles/PMC3068975/,pROC: an open-source package for R and S+ to analyze and compare ROC curves,10.1186/1471-2105-12-77,21414208,BMC Bioinformatics,2011
PMC3069738,https://pmc.ncbi.nlm.nih.gov/articles/PMC3069738/,Overview of the CCP4 suite and current developments,10.1107/S0907444910045749,21460441,Acta Crystallographica Section D: Biological Crystallography,2011
PMC3073119,https://pmc.ncbi.nlm.nih.gov/articles/PMC3073119/,The GSK3 hypothesis of Alzheimer's disease,10.1111/j.1471-4159.2007.05194.x,18088381,Journal of Neurochemistry,2008
PMC3074985,https://pmc.ncbi.nlm.nih.gov/articles/PMC3074985/,"Cognition, Reserve, and Amyloid Deposition in Normal Aging",10.1002/ana.21904,20373347,Annals of Neurology,2009
PMC3079734,https://pmc.ncbi.nlm.nih.gov/articles/PMC3079734/,Multiplexed Immunoassay Panel Identifies Novel CSF Biomarkers for Alzheimer's Disease Diagnosis and Prognosis,10.1371/journal.pone.0018850,21526197,PLoS ONE,2011
PMC3084838,https://pmc.ncbi.nlm.nih.gov/articles/PMC3084838/,Passive Immunization Reduces Behavioral and Neuropathological Deficits in an Alpha-Synuclein Transgenic Model of Lewy Body Disease,10.1371/journal.pone.0019338,21559417,PLoS ONE,2011
PMC3091298,https://pmc.ncbi.nlm.nih.gov/articles/PMC3091298/,"A scalable, fully automated process for construction of sequence-ready human exome targeted capture libraries",10.1186/gb-2011-12-1-r1,21205303,Genome Biology,2011
PMC3097887,https://pmc.ncbi.nlm.nih.gov/articles/PMC3097887/,Cognitive reserve and Alzheimer's disease biomarkers are independent determinants of cognition,10.1093/brain/awr049,21478184,Brain,2011
PMC3102239,https://pmc.ncbi.nlm.nih.gov/articles/PMC3102239/,Neuronal dysfunction and disconnection of cortical hubs in non-demented subjects with elevated amyloid burden,10.1093/brain/awr066,21490054,Brain,2011
PMC3109875,https://pmc.ncbi.nlm.nih.gov/articles/PMC3109875/,Genomic Copy Number Analysis in Alzheimer's Disease and Mild Cognitive Impairment: An ADNI Study,10.4061/2011/729478,21660214,International Journal of Alzheimer's Disease,2011
PMC3114815,https://pmc.ncbi.nlm.nih.gov/articles/PMC3114815/,"Neuroinflammation and α-Synuclein Dysfunction Potentiate Each Other, Driving Chronic Progression of Neurodegeneration in a Mouse Model of Parkinson’s Disease",10.1289/ehp.1003013,21245015,Environmental Health Perspectives,2011
PMC3115982,https://pmc.ncbi.nlm.nih.gov/articles/PMC3115982/,P301S Mutant Human Tau Transgenic Mice Manifest Early Symptoms of Human Tauopathies with Dementia and Altered Sensorimotor Gating,10.1371/journal.pone.0021050,21698260,PLoS ONE,2011
PMC3117980,https://pmc.ncbi.nlm.nih.gov/articles/PMC3117980/,Amyloid-β Associated Cortical Thinning in Clinically Normal Elderly,10.1002/ana.22333,21437929,Annals of Neurology,2011
PMC3121750,https://pmc.ncbi.nlm.nih.gov/articles/PMC3121750/,Web-Based Genome-Wide Association Study Identifies Two Novel Loci and a Substantial Genetic Component for Parkinson's Disease,10.1371/journal.pgen.1002141,21738487,PLoS Genetics,2011
PMC3128098,https://pmc.ncbi.nlm.nih.gov/articles/PMC3128098/,A Two-Stage Meta-Analysis Identifies Several New Loci for Parkinson's Disease,10.1371/journal.pgen.1002142,21738488,PLoS Genetics,2011
PMC3138752,https://pmc.ncbi.nlm.nih.gov/articles/PMC3138752/,REVIGO Summarizes and Visualizes Long Lists of Gene Ontology Terms,10.1371/journal.pone.0021800,21789182,PLoS ONE,2011
PMC3142234,https://pmc.ncbi.nlm.nih.gov/articles/PMC3142234/,External review and validation of the Swedish national inpatient register,10.1186/1471-2458-11-450,21658213,BMC Public Health,2011
PMC3149591,https://pmc.ncbi.nlm.nih.gov/articles/PMC3149591/,Microglial phagocytosis induced by fibrillar β-amyloid is attenuated by oligomeric β-amyloid: implications for Alzheimer's disease,10.1186/1750-1326-6-45,21718498,Molecular Neurodegeneration,2011
PMC3158774,https://pmc.ncbi.nlm.nih.gov/articles/PMC3158774/,Improved Immunodetection of Endogenous α-Synuclein,10.1371/journal.pone.0023939,21886844,PLoS ONE,2011
PMC3163565,https://pmc.ncbi.nlm.nih.gov/articles/PMC3163565/,RSEM: accurate transcript quantification from RNA-Seq data with or without a reference genome,10.1186/1471-2105-12-323,21816040,BMC Bioinformatics,2011
PMC3169468,https://pmc.ncbi.nlm.nih.gov/articles/PMC3169468/,"TLR4 mutation reduces microglial activation, increases Aβ deposits and exacerbates cognitive deficits in a mouse model of Alzheimer's disease",10.1186/1742-2094-8-92,21827663,Journal of Neuroinflammation,2011
PMC3172264,https://pmc.ncbi.nlm.nih.gov/articles/PMC3172264/,"Vacuolar H+-ATPase subunits Voa1 and Voa2 cooperatively regulate secretory vesicle acidification, transmitter uptake, and storage",10.1091/mbc.E11-02-0155,21795392,Molecular Biology of the Cell,2011
PMC3178498,https://pmc.ncbi.nlm.nih.gov/articles/PMC3178498/,Alzheimer's disease: synapses gone cold,10.1186/1750-1326-6-63,21871088,Molecular Neurodegeneration,2011
PMC3197137,https://pmc.ncbi.nlm.nih.gov/articles/PMC3197137/,"Neuropathologic Correlates of Hippocampal Atrophy in the Elderly: A Clinical, Pathologic, Postmortem MRI Study",10.1371/journal.pone.0026286,22043314,PLoS ONE,2011
PMC3203605,https://pmc.ncbi.nlm.nih.gov/articles/PMC3203605/,Transcriptional gene network inference from a massive dataset elucidates transcriptome organization and gene function,10.1093/nar/gkr593,21785136,Nucleic Acids Research,2011
PMC3218662,https://pmc.ncbi.nlm.nih.gov/articles/PMC3218662/,Differential expression analysis for sequence count data,10.1186/gb-2010-11-10-r106,20979621,Genome Biology,2010
PMC3221052,https://pmc.ncbi.nlm.nih.gov/articles/PMC3221052/,Diffeomorphic registration using geodesic shooting and Gauss–Newton optimisation,10.1016/j.neuroimage.2010.12.049,21216294,Neuroimage,2011
PMC3234245,https://pmc.ncbi.nlm.nih.gov/articles/PMC3234245/,Tau-Targeted Immunization Impedes Progression of Neurofibrillary Histopathology in Aged P301L Tau Transgenic Mice,10.1371/journal.pone.0026860,22174735,PLoS ONE,2011
PMC3237323,https://pmc.ncbi.nlm.nih.gov/articles/PMC3237323/,A Novel Neurotrophic Drug for Cognitive Enhancement and Alzheimer's Disease,10.1371/journal.pone.0027865,22194796,PLoS ONE,2011
PMC3237426,https://pmc.ncbi.nlm.nih.gov/articles/PMC3237426/,Hypoxia Due to Cardiac Arrest Induces a Time-Dependent Increase in Serum Amyloid β Levels in Humans,10.1371/journal.pone.0028263,22194817,PLoS ONE,2011
PMC3245002,https://pmc.ncbi.nlm.nih.gov/articles/PMC3245002/,"HaploReg: a resource for exploring chromatin states, conservation, and regulatory motif alterations within sets of genetically linked variants",10.1093/nar/gkr917,22064851,Nucleic Acids Research,2011
PMC3249157,https://pmc.ncbi.nlm.nih.gov/articles/PMC3249157/,Dual modification of Alzheimer’s disease PHF-tau protein by lysine methylation and ubiquitylation: a mass spectrometry approach,10.1007/s00401-011-0893-0,22033876,Acta Neuropathologica,2011
PMC3257571,https://pmc.ncbi.nlm.nih.gov/articles/PMC3257571/,VPS35 haploinsufficiency increases Alzheimer’s disease neuropathology,10.1083/jcb.201105109,22105352,The Journal of Cell Biology,2011
PMC3257853,https://pmc.ncbi.nlm.nih.gov/articles/PMC3257853/,Chromosome 9p21 in sporadic amyotrophic lateral sclerosis in the UK and seven other countries: a genome-wide association study,10.1016/S1474-4422(10)70197-6,20801717,The Lancet. Neurology,2010
PMC3261167,https://pmc.ncbi.nlm.nih.gov/articles/PMC3261167/,Genetic Signatures of Exceptional Longevity in Humans,10.1371/journal.pone.0029848,22279548,PLoS ONE,2012
PMC3261395,https://pmc.ncbi.nlm.nih.gov/articles/PMC3261395/,"Aβ Imaging: feasible, pertinent, and vital to progress in Alzheimer’s disease",10.1007/s00259-011-2045-0,22218879,European Journal of Nuclear Medicine and Molecular Imaging,2012
PMC3268356,https://pmc.ncbi.nlm.nih.gov/articles/PMC3268356/,Acquiring “the Knowledge” of London's Layout Drives Structural Brain Changes,10.1016/j.cub.2011.11.018,22169537,Current Biology,2011
PMC3268626,https://pmc.ncbi.nlm.nih.gov/articles/PMC3268626/,Multilocus Genetic Analysis of Brain Images,10.3389/fgene.2011.00073,22303368,Frontiers in Genetics,2011
PMC3269394,https://pmc.ncbi.nlm.nih.gov/articles/PMC3269394/,The Alzheimer's β-secretase enzyme BACE1 is required for accurate axon guidance of olfactory sensory neurons and normal glomerulus formation in the olfactory bulb,10.1186/1750-1326-6-88,22204380,Molecular Neurodegeneration,2011
PMC3270029,https://pmc.ncbi.nlm.nih.gov/articles/PMC3270029/,Trans-Synaptic Spread of Tau Pathology In Vivo,10.1371/journal.pone.0031302,22312444,PLoS ONE,2012
PMC3270040,https://pmc.ncbi.nlm.nih.gov/articles/PMC3270040/,"Rare Variants in APP, PSEN1 and PSEN2 Increase Risk for AD in Late-Onset Alzheimer's Disease Families",10.1371/journal.pone.0031039,22312439,PLoS ONE,2012
PMC3273469,https://pmc.ncbi.nlm.nih.gov/articles/PMC3273469/,BACE1 Inhibition Induces a Specific Cerebrospinal Fluid β-Amyloid Pattern That Identifies Drug Effects in the Central Nervous System,10.1371/journal.pone.0031084,22328928,PLoS ONE,2012
PMC3276165,https://pmc.ncbi.nlm.nih.gov/articles/PMC3276165/,Genotype Imputation with Thousands of Genomes,10.1534/g3.111.001198,22384356,G3: Genes|Genomes|Genetics,2011
PMC3280222,https://pmc.ncbi.nlm.nih.gov/articles/PMC3280222/,Large Aggregates Are the Major Soluble Aβ Species in AD Brain Fractionated with Density Gradient Ultracentrifugation,10.1371/journal.pone.0032014,22355408,PLoS ONE,2012
PMC3281064,https://pmc.ncbi.nlm.nih.gov/articles/PMC3281064/,Metabolite Profiling of Alzheimer's Disease Cerebrospinal Fluid,10.1371/journal.pone.0031501,22359596,PLoS ONE,2012
PMC3281313,https://pmc.ncbi.nlm.nih.gov/articles/PMC3281313/,Timing of onset of cognitive decline: results from Whitehall II prospective cohort study,10.1136/bmj.d7622,22223828,The BMJ,2012
PMC3286330,https://pmc.ncbi.nlm.nih.gov/articles/PMC3286330/,"Frontotemporal dementia with the C9ORF72 hexanucleotide repeat expansion: clinical, neuroanatomical and neuropathological features",10.1093/brain/awr361,22366791,Brain,2012
PMC3286334,https://pmc.ncbi.nlm.nih.gov/articles/PMC3286334/,"Neuroimaging signatures of frontotemporal dementia genetics: C9ORF72, tau, progranulin and sporadics",10.1093/brain/aws001,22366795,Brain,2012
PMC3297825,https://pmc.ncbi.nlm.nih.gov/articles/PMC3297825/,Removing technical variability in RNA-seq data using conditional quantile normalization,10.1093/biostatistics/kxr054,22285995,"Biostatistics (Oxford, England)",2012
PMC3308021,https://pmc.ncbi.nlm.nih.gov/articles/PMC3308021/,A web-based normative calculator for the uniform data set (UDS) neuropsychological test battery,10.1186/alzrt94,22078663,Alzheimer's Research & Therapy,2011
PMC3314964,https://pmc.ncbi.nlm.nih.gov/articles/PMC3314964/,A Bayesian View on Cryo-EM Structure Determination,10.1016/j.jmb.2011.11.010,22100448,Journal of Molecular Biology,2012
PMC3317783,https://pmc.ncbi.nlm.nih.gov/articles/PMC3317783/,Multivariate Protein Signatures of Pre-Clinical Alzheimer's Disease in the Alzheimer's Disease Neuroimaging Initiative (ADNI) Plasma Proteome Dataset,10.1371/journal.pone.0034341,22485168,PLoS ONE,2012
PMC3322422,https://pmc.ncbi.nlm.nih.gov/articles/PMC3322422/,Frequency of the C9orf72 hexanucleotide repeat expansion in patients with amyotrophic lateral sclerosis and frontotemporal dementia: a cross-sectional study,10.1016/S1474-4422(12)70043-1,22406228,The Lancet. Neurology,2012
PMC3322595,https://pmc.ncbi.nlm.nih.gov/articles/PMC3322595/,Towards automated crystallographic structure refinement with phenix.refine,10.1107/S0907444912001308,22505256,Acta Crystallographica Section D: Biological Crystallography,2012
